instance_id,oracle_max_iou,best_gt_id,precision_at_best_gt,recall_at_best_gt,num_points
223,0.0,2,0.0,0.0,13965
224,0.0,2,0.0,0.0,714
225,0.9861448279945527,139,0.9921013128737878,0.9939485808407534,83938
226,0.9937881259356914,117,0.995478657922421,0.9982940899194181,44677
227,0.9975550122249389,136,0.9976192008236279,0.999935504675911,15541
228,0.9912629757785467,128,0.9915202907328892,0.9997382655731984,11557
229,0.9791908084518849,89,0.9806172839506173,0.9985166188967667,40500
230,0.9951561453944,196,0.9962154064495782,0.9989326797643989,50732
231,0.0001292501070352449,197,0.0003660992128866923,0.00019974283110495237,43704
232,0.0,2,0.0,0.0,67550
233,0.0,2,0.0,0.0,31738
234,0.001449137191343312,197,0.006094871486426881,0.0018975568954970475,24939
235,0.0,2,0.0,0.0,3095
236,0.0004407551605083376,203,0.008678044547295342,0.000464123271140815,3457
237,0.9966971231016175,203,0.9976209602669468,0.9990717534577184,64732
238,0.0,2,0.0,0.0,23280
239,0.0021424141624852002,60,0.5181818181818182,0.002146690518783542,220
240,0.9966008166868999,141,0.9991811985482871,0.997415392771936,90376
241,0.9993828112945533,22,0.9998676811114786,0.9995150018738564,45345
242,0.966642891107941,20,0.9785078219013237,0.987611436344645,41550
243,0.9560215963576293,106,0.9676794453507341,0.9875554075708073,49040
244,0.9498048427471497,178,0.9780470821066005,0.9704948238659782,81857
245,0.979005448515477,98,0.9948843974121069,0.9839586516140553,99695
246,0.0,2,0.0,0.0,121200
247,0.9945961517448271,109,0.9995906794720764,0.9950013912628691,100166
248,0.9979108758387479,135,0.9985650001771604,0.9993439948937981,56446
249,0.9892794376098418,195,0.9903237156931738,0.9989352262644188,5684
250,0.9903723539913287,97,0.9959711461394604,0.9943559486594045,93575
251,0.0006055330583204027,97,0.0014790392407598564,0.0010242512829814249,64907
252,0.0,2,0.0,0.0,19730
253,0.0,2,0.0,0.0,56902
254,0.0,2,0.0,0.0,196
255,0.9742320036680422,225,0.991692336413703,0.9822485207100592,21426
256,0.9953012101600248,161,0.9990211345939933,0.9962727958468297,44950
257,0.9860419701310966,99,0.9866421077921038,0.9993835071951199,62435
258,0.9894519983518747,121,0.9962110736213287,0.9931895886180655,36158
259,0.9888382024653014,205,0.9904243425849414,0.998383066294282,20573
260,0.9954011241696474,193,0.997984903856006,0.997405789186237,29279
261,0.000367758404361182,93,0.008114558472553698,0.0003850684062698197,2095
262,0.9944240016253922,93,0.9966288830064028,0.9977801938932681,44199
263,0.0,2,0.0,0.0,17936
264,0.0,2,0.0,0.0,51163
265,0.0,2,0.0,0.0,39792
266,0.9970588866705309,158,0.9984092179371427,0.9986453652138387,46518
267,0.9946998807473169,227,0.9979395147889665,0.9967469959503419,15045
268,0.9959407454267489,167,0.9980716908365692,0.9978608213389674,37857
269,0.0,2,0.0,0.0,1848
270,0.0,2,0.0,0.0,7055
271,0.0,2,0.0,0.0,10819
272,0.0,2,0.0,0.0,5189
273,0.9671785926997363,173,0.9914956715148607,0.9752691862210974,45859
274,0.9973091791101342,192,0.9974981994617338,0.9998100303951368,26381
275,0.01306011062108623,188,0.018854650344730547,0.04076355616396684,56856
276,0.9828149920255184,175,0.9892839942205811,0.9933905613992665,49832
277,0.0,2,0.0,0.0,18795
278,0.0,2,0.0,0.0,37253
279,0.0,2,0.0,0.0,34857
280,0.0,2,0.0,0.0,1021
281,0.0,2,0.0,0.0,22737
282,0.9930433288959505,2,0.9986612541026084,0.9943670450636395,23156
283,0.990961423250241,145,0.9922278441395859,0.9987136744283727,38342
284,0.9834658031596507,223,0.984721949302417,0.9987045986747048,20356
285,0.9736714480237265,54,0.9955277110271961,0.977949097449252,104868
286,0.9466253044184159,44,0.9499854524294443,0.9962774234888475,34370
287,0.9773298389793035,147,0.9846894423436345,0.9924106360609778,92028
288,0.9699969921796672,194,0.9763106110298199,0.9933773134481608,39638
289,0.979317577620058,108,0.9956605832176155,0.9835154068485769,40328
290,0.9945596735804149,120,0.9978743504959848,0.9966712098972531,38106
291,0.9400549817965673,19,0.943813687021648,0.9957814541390546,67027
292,0.0009862659630547038,19,0.001538896946969965,0.0027389066410615625,113068
293,0.0,2,0.0,0.0,2962
294,0.0,2,0.0,0.0,339
295,0.0002774682162432623,110,0.0005311553063285848,0.0005806095448401896,114844
296,0.00011626104479925593,196,0.0058823529411764705,0.0001185911372890066,1020
297,2.6797677534613667e-05,196,4.8892582995159634e-05,5.92955686445033e-05,61359
298,0.0,2,0.0,0.0,441
299,0.0,2,0.0,0.0,948
300,7.701075070079784e-06,12,1.3896416114284126e-05,1.7273543840254265e-05,71961
301,0.0,2,0.0,0.0,47487
302,0.0,2,0.0,0.0,2351
303,0.0,2,0.0,0.0,19197
304,0.0,2,0.0,0.0,70521
305,0.0,2,0.0,0.0,583
306,0.0,2,0.0,0.0,89753
307,0.0,2,0.0,0.0,15473
308,0.0,2,0.0,0.0,28796
309,0.8507486979166666,190,0.972796922981482,0.871481368271876,32239
